SL No,Dispo_No,Dispo_Date,PO_No,Mkt_Ref_No,Style_No,color,Dispo Qty(Yds),PO_Qty,End_Buyer,garments_name,Process_Type,fabric_type,Weave_Type,composition,Total_Ends,Warp_Count,Weft Count,finish_type,construction,Dispo Grey Yarn Req (Warp),Dispo Grey Yarn Req (Weft),Dispo Dyed Yarn Req (Warp),Dispo Dyed Yarn Req (Weft),dispo_grey_qty,Req Grey Fabrics(YDS),Color Warp,Color Weft,Reed No,finish_width,Warp Length,Receive Warp Length,Remining Warp Length,Warp Plane,Acc.Holder,Total Grey Yarn Issued,S/W Total Yarn Issued Qty,Warp Yarn Consumption,Weft Yarn Consumption,DO No,DO Qty,Delivery Qty,Remarks,Short Excess Production,Print,Sample Qty.,Dispo Ref.,Type,Excess Dispo,Excess Qty,1st Gray Receive,Full Gray Receive,Hand Loom Delivery,Sample Delivery,PP Sample,Full Delivery,Test Sample,PP Sample,1st Delivery,2nd Delivery,3rd Delivery,Full Qty Delivery,Hanger,Dye Lot,ppsample,1st Delivery,2nd Delivery,Full Qty Delivery,3rd  Delivery,,,
39,107718,12 Jul 2023,230400714,P230303294,,French navy,"3,000.87 ","6,156.00 ",BONPRIX,INTEGRA APPARELS (BANGLADESH) LTD,S/D,Solid,Plain,100% Lenzing ecovero viscose,"4,608.00 ",30 Viscose,30 Viscose,Soft,80x68/30x30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,Ashraful Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,26 Apr 2023,,,,,,,,,,
40,107726,10 Aug 2023,230400716R-1,P221112867,Shazzad; RL-POLO  Greige Fabric Booking  Issue for Mens Core Order,Greige fabric,"55,398.00 ","55,398.00 ",RALPH LAUREN,GLOBAL ATTIRE LIMITED.,RFD,RFD,3/1 S Twill,100% BCI Cotton,"6,251.00 ",16,12,RFD,108x56/16x12,"15,578.92 ","11,653.87 ","15,578.92 ","11,653.87 ","58,902.00 ","64,415.82 ",1,1,62/3,67.22,"67,190.35 ",0.00 ,"67,190.35 ","59,880.00 ",Bappy,"27,232.79 ",0.00 ,"14,101.00 ","11,414.80 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,02 May 2023,,,,,,,,,,
41,107727,10 Aug 2023,230400716R-1,P221112868,Shazzad; RL-POLO  Greige Fabric Booking  Issue for Mens Core Order,Greige fabric,"29,457.48 ","19,421.00 ",RALPH LAUREN,GLOBAL ATTIRE LIMITED.,RFD,RFD,Plain,100% BCI Cotton,"4,350.00 ",20(21) , 20(21),RFD,68x60/20x20,"4,397.91 ","4,311.61 ","4,397.91 ","4,311.61 ","32,067.00 ","35,068.79 ",1,1,58/2,75,"35,774.71 ",0.00 ,"35,774.71 ","35,775.00 ",Bappy,"8,709.52 ",0.00 ,"6,978.92 ","4,311.61 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,02 May 2023,,,,,,,,,,
42,107769,14 Oct 2023,230400748R-1,P230405100,,Hyacinth swatch,"333,552.03 ","328,083.99 ",HYACINTH FABRICS MILL LTD,HYACINTH FABRICS MILL LTD,S/D + All Over Print,Printed,Dobby,50% Polyester 50% Cotton,"7,033.00 ",45/2tc,45/2tc,Soft,120x65/45TC/2x45TC/2,0.00 ,0.00 ,0.00 ,0.00 ,"346,592.00 ","379,036.48 ",2,2,110/2,63.94,0.00 ,0.00 ,0.00 ,0.00 ,Md. Jubaidur Rahman,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,13 Apr 2023,,,,,,,,,,,,,,
43,107828,31 Aug 2023,230400831R-1,P230101635,1422J,46742 Dusty Green,"2,099.73 ","29,000.00 ",M&S (Sublime),Sublime Greentex Ltd,S/D + All Over Print,Printed,"2/2 ""Z"" Twill",100% BCI Cotton,"4,350.00 ",20(21) , 20(21),Both Side Brush,68x60/20x20,382.21 ,396.47 ,382.21 ,396.47 ,"2,743.00 ","2,999.77 ",1,1,58/2,75,"3,030.59 ",0.00 ,"3,030.59 ","3,030.00 ",Muzahid,778.68 ,0.00 ,382.21 ,396.47 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,13 May 2023,13 May 2023,,,,24 May 2023,,,,,,,,,,
44,107837,12 Jul 2023,230400839,P230304069,,PH230100599,"1,826.23 ","1,660.00 ",Vertex Fashion Ltd,VERTEX WEAR LTD.,All Over Print,Printed,Plain,100% Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,"1,898.00 ","2,075.67 ",1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,Zulker Nayeen,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,03 May 2023,03 May 2023,,,,13 May 2023,,,,,,,,,,
45,107887,16 Jul 2023,230500885,P230404797,993EE1F331,E100 (Pantone# 11-0601 TCX),351.05 ,"6,800.00 ",ESPRIT,DEKKO READYWEARS LTD.,S/D,Solid,2/1 “S” Twill,98% BCI Cotton + 2% Spandex.,"9,585.00 ",50,(50+40D)+50,Anti-Wrinkle,176x100/50x(50+40D)+50,0.00 ,0.00 ,0.00 ,0.00 ,428.00 ,468.07 ,1,2,90/3,71,0.00 ,0.00 ,0.00 ,0.00 ,Md. Ziaul Hashan,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,14 May 2023,,,,19 May 2023,,,,,,,,,,
46,107908,17 Jul 2023,230500909,P230202448,Style # 2208368,N/A,718.50 ,"7,300.00 ",C&A,NEWAGE GARMENTS  LTD.,All Over Print,Approved Handloom,"3/1 ""Z"" Twill",100% BCI Cotton,"7,524.00 ",50,50,Soft,130x90/50x50,90.34 ,59.73 ,90.34 ,59.73 ,764.00 ,835.52 ,1,1,112/2,67.18,914.76 ,0.00 ,914.76 ,910.00 ,Syed Faique Ahmed,150.07 ,0.00 ,90.34 ,59.73 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,23 May 2023,23 May 2023,,,,02 Jun 2023,,,,,,,,,,
47,107918,24 Jul 2023,230500918,P230201865,"16S24WSS002, Work order : WO-23-2617",As per approved Strike off Dispo# PH230100239(P230201865)Date:14-02-23,"13,874.89 ","13,000.00 ",Kmart Australia,AMAN GRAPHICS AND DESIGNS LTD.,All Over Print,Approved Handloom,Plain,100% BCI Cotton,"7,670.00 ",40,40,Face Side Peach,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"14,417.00 ","15,766.58 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,16 May 2023,16 May 2023,,,,24 May 2023,,,,,,,,,,
48,107918,24 Jul 2023,230500918,P230201865,"16S24WSS002, Work order : WO-23-2617",As per approved Strike off Dispo# PH230100239(P230201865)Date:14-02-23,"13,874.89 ","13,000.00 ",Kmart Australia,AMAN GRAPHICS AND DESIGNS LTD.,All Over Print,Approved Handloom,Plain,100% BCI Cotton,"7,670.00 ",40,40,Face Side Peach,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"14,417.00 ","15,766.58 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,16 May 2023,16 May 2023,,,,24 May 2023,,,,,,,,,,
49,107918,24 Jul 2023,230500918,P230201865,"16S24WSS002, Work order : WO-23-2617",As per approved Strike off Dispo# PH230100239(P230201865)Date:14-02-23,"13,874.89 ","13,000.00 ",Kmart Australia,AMAN GRAPHICS AND DESIGNS LTD.,All Over Print,Approved Handloom,Plain,100% BCI Cotton,"7,670.00 ",40,40,Face Side Peach,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"14,417.00 ","15,766.58 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,16 May 2023,16 May 2023,,,,24 May 2023,,,,,,,,,,
50,107918,24 Jul 2023,230500918,P230201865,"16S24WSS002, Work order : WO-23-2617",As per approved Strike off Dispo# PH230100239(P230201865)Date:14-02-23,"13,874.89 ","13,000.00 ",Kmart Australia,AMAN GRAPHICS AND DESIGNS LTD.,All Over Print,Approved Handloom,Plain,100% BCI Cotton,"7,670.00 ",40,40,Face Side Peach,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"14,417.00 ","15,766.58 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,16 May 2023,16 May 2023,,,,24 May 2023,,,,,,,,,,
51,107918,24 Jul 2023,230500918,P230201865,"16S24WSS002, Work order : WO-23-2617",As per approved Strike off Dispo# PH230100239(P230201865)Date:14-02-23,"13,874.89 ","13,000.00 ",Kmart Australia,AMAN GRAPHICS AND DESIGNS LTD.,All Over Print,Approved Handloom,Plain,100% BCI Cotton,"7,670.00 ",40,40,Face Side Peach,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"14,417.00 ","15,766.58 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,16 May 2023,16 May 2023,,,,24 May 2023,,,,,,,,,,
52,107926,30 Aug 2023,230500923R-1,P230506510,7046X,PH230100902,"6,800.07 ","56,300.00 ",M&S (Sublime),Sublime Greentex Ltd,S/D + All Over Print,Printed,"2/2 ""Z"" Twill",100% BCI Cotton,"4,350.00 ",20,20,Both Side Brush,68x60/20x20,655.14 ,675.38 ,655.14 ,675.38 ,"8,883.00 ","9,714.54 ",1,1,58/2,75,"4,947.28 ",0.00 ,"4,947.28 ","4,940.00 ",Rakibul,"1,330.52 ",0.00 ,655.14 ,500.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,15 May 2023,15 May 2023,27 May 2023,31 May 2023,,07 Jun 2023,,,,,,,,,,
53,107938,22 Jul 2023,230500941R-1,P230506394,,"RPH230100868. size acceptable *color black: sligthly light but acceptable *color lucid white: slightly yellowish but acceptable *make sure outlines are neat and print wont bleed out *handfeel is too dry, must be improved for bulk",682.41 ,"1,700.00 ",STREET ONE -TMS,SOUTHERN DESIGNERS LTD,White+All Over Print,Printed,Plain,100% Viscose,"4,608.00 ",30 Viscose,30 Viscose,Soft,80X68/30X30,0.00 ,0.00 ,0.00 ,0.00 ,891.00 ,974.41 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,Md. Jubaidur Rahman,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,23 May 2023,23 May 2023,,,,28 May 2023,,,,,,,,,,
54,107938,10 Aug 2023,230500941R-1,P230506394,,"RPH230100868. size acceptable *color black: sligthly light but acceptable *color lucid white: slightly yellowish but acceptable *make sure outlines are neat and print wont bleed out *handfeel is too dry, must be improved for bulk",376.20 ,"1,700.00 ",STREET ONE -TMS,SOUTHERN DESIGNERS LTD,White+All Over Print,Printed,Plain,100% Viscose,"4,608.00 ",30 Viscose,30 Viscose,Soft,80X68/30X30,0.00 ,0.00 ,0.00 ,0.00 ,573.00 ,626.64 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,Md. Jubaidur Rahman,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,23 May 2023,23 May 2023,,,,28 May 2023,,,,,,,,,,
55,107941,30 Aug 2023,230500938R-1,P230101668,,RPH230100186,218.72 ,"3,200.00 ",Macpac (Vogue),PANAROMA APPARELS LTD.,White+All Over Print,Printed,Plain,100% Lenzing Vortex EcoVero Viscose,"4,608.00 ",30 ECO VERO Vortex,30 ECO VERO Vortex,Soft,80x68/30VortexEVx30VortexEV,0.00 ,0.00 ,0.00 ,0.00 ,400.00 ,437.44 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,22 May 2023,22 May 2023,,,,22 May 2023,,22 May 2023,,,,,,,,
56,107943,30 Aug 2023,230500938R-1,P230202243,,RPH230100287,514.00 ,"2,900.00 ",Macpac (Vogue),PANAROMA APPARELS LTD.,White+All Over Print,Printed,Plain,100% Lenzing Vortex EcoVero Viscose,"4,608.00 ",30 ECO VERO Vortex,30 ECO VERO Vortex,Soft,80x68/30VortexEVx30VortexEV,0.00 ,0.00 ,0.00 ,0.00 ,783.00 ,856.30 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,22 May 2023,22 May 2023,,,,22 May 2023,,22 May 2023,,,,,,,,
57,107944,30 Aug 2023,230500938R-1,P230304451,,PH230100634 ,410.10 ,"2,000.00 ",Macpac (Vogue),PANAROMA APPARELS LTD.,White+All Over Print,Printed,Plain,100% Lenzing Vortex EcoVero Viscose,"4,608.00 ",30 ECO VERO Vortex,30 ECO VERO Vortex,Soft,80x68/30VortexEVx30VortexEV,0.00 ,0.00 ,0.00 ,0.00 ,710.00 ,776.46 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,22 May 2023,22 May 2023,,,,22 May 2023,,22 May 2023,,,,,,,,
58,107944,31 Aug 2023,230500938R-1,P230304451,,PH230100634 ,494.31 ,"2,000.00 ",Macpac (Vogue),PANAROMA APPARELS LTD.,White+All Over Print,Printed,Plain,100% Lenzing Vortex EcoVero Viscose,"4,608.00 ",30 ECO VERO Vortex,30 ECO VERO Vortex,Soft,80x68/30VortexEVx30VortexEV,0.00 ,0.00 ,0.00 ,0.00 ,753.00 ,823.49 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,22 May 2023,22 May 2023,,,,22 May 2023,,22 May 2023,,,,,,,,
59,107950,08 Jul 2023,230500946,P230506773,ASA 0202 (MENS CHINO PANTS),ADVISE LATER,"60,600.00 ","60,600.00 ",D-MART-SANZIA,MASCOT FASHION LIMITED,S/D,Solid,2/1 “S” Twill,100% Cotton,"8,448.00 ",30(32) ,16,RFD,148X72/30X16,"12,435.64 ","11,701.96 ","12,435.64 ","11,701.96 ","67,709.00 ","74,047.24 ",1,1,88/3,64,"79,371.27 ",0.00 ,"79,371.27 ","79,370.00 ",sharmin akter2,"24,137.60 ",0.00 ,"12,224.00 ","11,701.96 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,23 May 2023,,,,,,,,,,
60,107989,16 Jul 2023,230500977,P221214435,"Shazzad; RL-POLO Mens Core Style- 548524 & 816207  Bulk Fabric Booking Issue for TSSD 10/15 & 11/15, Board#HSC01A / HPC01A",LUXURY TAN,450.57 ,"1,780.00 ",RALPH LAUREN,GLOBAL ATTIRE LIMITED.,S/D,Solid,"3/1 ""S"" Twill",100% BCI Cotton,"6,143.00 ",16,12,Soft,108x56/16x12,0.00 ,0.00 ,0.00 ,0.00 ,589.00 ,644.14 ,1,1,62/3,66.05,0.00 ,0.00 ,0.00 ,0.00 ,Bappy,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,19 May 2023,19 May 2023,,,,26 May 2023,,,,,,,,,,
61,107990,17 Jul 2023,230500977,P221214436,"Shazzad; RL-POLO Mens Core Style- 548524 & 816207  Bulk Fabric Booking Issue for TSSD 10/15 & 11/15, Board#HSC01A / HPC01A",LUXURY TAN,540.00 ,540.00 ,RALPH LAUREN,GLOBAL ATTIRE LIMITED.,S/D,Solid,Plain,100% BCI Cotton,"3,969.00 ",20,20,Soft,68x60/20x20,0.00 ,0.00 ,0.00 ,0.00 ,658.00 ,719.60 ,1,1,54/2,73.5,0.00 ,0.00 ,0.00 ,0.00 ,Bappy,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,19 May 2023,19 May 2023,,,,26 May 2023,,,,,,,,,,
62,107996,25 Jul 2023,230500976,P230304350,"Carsten; 1'st order from Mammut Hoffmann, Denmark",As per 608928 Option 2 (VAT),"10,936.10 ","32,810.00 ",Danish Army (Mammut Hoffmann A/S),COTTON COMFORT FZC,S/D,Approved Sample,Oxford,60% Cotton 40% polyester,"6,493.00 ",45CVC,30/2CVC,Soft (As per Swatch),104x50/45cvcx30/2cvc,"1,086.42 ","1,818.00 ","1,086.42 ","1,818.00 ","11,628.00 ","12,716.50 ",1,1,86/2,75.5,"12,495.06 ",0.00 ,"12,495.06 ","12,495.00 ",Bappy,"2,904.42 ",0.00 ,"1,086.42 ","1,818.00 ",,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,22 May 2023,22 May 2023,,,,11 Jun 2023,,,,,,,,,,
63,108001,17 Jul 2023,230500986,P230100794,,dank olive dotty,487.75 ,"4,950.00 ",BONPRIX,INTEGRA APPARELS (BANGLADESH) LTD,S/D + All Over Print,Printed,Plain,100% Lenzing ecovero viscose,"5,805.00 ",40 ECO Vero Viscose,40 ECO Vero Viscose,Soft,106x80/40x40,0.00 ,0.00 ,0.00 ,0.00 ,637.00 ,696.63 ,1,1,86/2,67.5,0.00 ,0.00 ,0.00 ,0.00 ,Ashraful Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,02 Jun 2023,,,,,,,,,,
64,108001,24 Jul 2023,230500986,P230100794,,dank olive dotty,888.01 ,"4,950.00 ",BONPRIX,INTEGRA APPARELS (BANGLADESH) LTD,S/D + All Over Print,Printed,Plain,100% Lenzing ecovero viscose,"5,805.00 ",40 ECO Vero Viscose,40 ECO Vero Viscose,Soft,106x80/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"1,083.00 ","1,184.38 ",1,1,86/2,67.5,0.00 ,0.00 ,0.00 ,0.00 ,Ashraful Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,02 Jun 2023,,,,,,,,,,
65,108005,07 Aug 2023,230500987,P230507186,THT002,RFD,"1,100.17 ","4,100.00 ",Quattro Fashion Limited,Quattro Fashion Limited,RFD,As Per Swatch,Plain,100% Cotton Slub,"5,850.00 ",50,40 Slub,RFD,100x76/50x40Slub,104.14 ,110.62 ,104.14 ,110.62 ,"1,198.00 ","1,310.14 ",1,1,78/2,75,"1,431.87 ",0.00 ,"1,431.87 ","1,430.00 ",Jahirul,214.76 ,0.00 ,104.14 ,110.62 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,28 May 2023,,,,,,,,,,
66,108015,19 Aug 2023,230500997,P230405216,MSTPM1095-FATHER CHRISTMAS ( NAVY),SANTA SMILE 4 - CV,"1,090.33 ","2,070.00 ",Sainsbury's (TU),MASCOT KNITS LIMITED,S/D,Printed,Plain,100% Cotton,"7,670.00 ",40,40,Soft,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"1,424.00 ","1,557.30 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,sharmin akter2,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,21 May 2023,,,,,,,,,,
67,108023,16 Sep 2023,230500993,P230201764,,23S-00475- B,"1,240.15 ","7,264.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,296.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),0.00 ,0.00 ,0.00 ,0.00 ,"1,745.00 ","1,908.35 ",1,1,48/4,76,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,02 Jul 2023,,,,,02 Jul 2023,,,,,,,,,,
68,108023,09 Oct 2023,230500993,P230201764,,23S-00475- B,"1,908.35 ","7,264.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,296.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),0.00 ,0.00 ,0.00 ,0.00 ,"2,493.00 ","2,726.37 ",1,1,48/4,76,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,02 Jul 2023,,,,,02 Jul 2023,,,,,,,,,,
69,108024,08 Aug 2023,230500993,P230201765,,23S-00476- A,"4,830.01 ","4,830.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,200.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),0.00 ,0.00 ,0.00 ,0.00 ,"5,386.00 ","5,890.18 ",1,1,48/4,75,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,02 Jul 2023,,,,,02 Jul 2023,,,,,,,,,,
70,108024,08 Aug 2023,230500993,P230201765,,23S-00476- A,"3,718.27 ","4,830.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,296.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),"2,893.26 ","1,723.81 ","2,893.26 ","1,723.81 ","9,069.00 ","9,917.95 ",1,1,48/4,76,"10,529.53 ",0.00 ,"10,529.53 ","10,500.00 ",S.M Zahidul Islam,"4,617.07 ",0.00 ,"2,893.26 ","1,719.81 ",,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,02 Jul 2023,,,,,02 Jul 2023,,,,,,,,,,
71,108025,16 Sep 2023,230500993,P230201766,,23S-00477- C,"1,400.91 ","4,830.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,296.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),0.00 ,0.00 ,0.00 ,0.00 ,"1,971.00 ","2,155.51 ",1,1,48/4,76,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,02 Jul 2023,,,,,02 Jul 2023,,,,,,,,,,
72,108029,20 Sep 2023,230500994,P230201766,,23S-00477-C,"1,067.36 ","3,864.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,200.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),0.00 ,0.00 ,0.00 ,0.00 ,"1,408.00 ","1,539.80 ",1,1,96/2,75,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,01 Aug 2023,,,,,01 Aug 2023,,,,,,,,,,
73,108030,14 Oct 2023,230500994,P230201767,,23S-00478- C,465.88 ,"5,796.00 ",TKO Evolution,VALMONT FASHIONS LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"7,200.00 ",16,16+70D,Face Side Peach,120x62/16x(16+70D),498.03 ,294.02 ,498.03 ,294.02 ,710.00 ,776.46 ,1,1,96/2,75,"1,817.20 ",0.00 ,"1,817.20 ","1,810.00 ",S.M Zahidul Islam,792.05 ,0.00 ,498.03 ,294.02 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,01 Aug 2023,,,,,01 Aug 2023,,,,,,,,,,
74,108032,23 Jul 2023,230500999,P221213943,373F121D,57 Olive,450.57 ,"5,604.77 ",UNIQLO,GREEN TEXTILE LIMITED,S/D,Approved Sample,"3/1 ""S"" Twill",97% BCI Cotton + 3% Spandex,"8,400.00 ",32,20+70D,Peach,160x60/30x(20+70D),0.00 ,0.00 ,0.00 ,0.00 ,687.00 ,751.31 ,1,1,112/2,75,0.00 ,0.00 ,0.00 ,0.00 ,Nazrul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,17 Jun 2023,,,,,,,,,,
75,108033,22 Jul 2023,230500999,P221213944,373F121D,09 Black,988.62 ,"10,529.31 ",UNIQLO,GREEN TEXTILE LIMITED,S/D,Approved Sample,"3/1 ""S"" Twill",97% BCI Cotton + 3% Spandex,"8,400.00 ",32,20+70D,Peach,160x60/30x(20+70D),0.00 ,0.00 ,0.00 ,0.00 ,"1,205.00 ","1,317.80 ",1,1,112/2,75,0.00 ,0.00 ,0.00 ,0.00 ,Nazrul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,17 Jun 2023,,,,,,,,,,
76,108033,23 Jul 2023,230500999,P221213944,373F121D,09 Black,650.70 ,"10,529.31 ",UNIQLO,GREEN TEXTILE LIMITED,S/D,Approved Sample,"3/1 ""S"" Twill",97% BCI Cotton + 3% Spandex,"8,400.00 ",32,20+70D,Peach,160x60/30x(20+70D),0.00 ,0.00 ,0.00 ,0.00 ,992.00 ,"1,084.86 ",1,1,112/2,75,0.00 ,0.00 ,0.00 ,0.00 ,Nazrul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,17 Jun 2023,,,,,,,,,,
